TimePoint,NO,NO2,NOx,SO2,O3,PM2.5,PM10,WindD,WindS,Temperature,Humidity,Pressure,Precipitation,PrecipitationM,Radiation,站点
2/7/2016 15:00,1.680555556,11.0125,12.69305556,10.07,62.66527778,11.92,34.34,306.8666667,2.913333333,8.365,13.65,1012.028333,,,85.56666667,故宫博物院
2/7/2016 16:00,1.547222222,11.80416667,13.35138889,11.21,61.70833333,16.83,43.75,308.4333333,2.456666667,8.031666667,14.46666667,1011.985,,,93.53333333,故宫博物院
2/7/2016 17:00,1.241666667,14.46388889,15.70555556,10.15,58.82916667,17.44,47,308.2,2.27,7.218333333,15.61666667,1011.866667,,,103.5666667,故宫博物院
2/7/2016 18:00,1.216666667,23.25416667,24.47083333,14.77,51.35416667,18.18,50.28,269.0833333,1.511666667,6.03,17.4,1011.993333,,,118.0666667,故宫博物院
2/7/2016 19:00,1.130555556,13.07222222,14.20277778,9.28,58.10138889,29.68,70.7,319.9833333,2.836666667,6.226666667,15.68333333,1012.001667,,,102.8333333,故宫博物院
2/7/2016 20:00,1.341666667,20.97361111,22.31527778,12.37,50.11944444,19.62,66.26,313.7666667,2.078333333,5.883333333,16.13333333,1011.883333,,,105.8,故宫博物院
2/7/2016 21:00,1.111111111,22.5375,23.64861111,16.9,44.68055556,38.55,78.29,295.0166667,1.098333333,4.173333333,19.8,1011.76,,,132.6833333,故宫博物院
2/7/2016 22:00,1.102777778,29.72083333,30.82361111,24.13,36.06944444,39.47,75.46,280.75,1.046666667,2.21,24.66666667,1011.243333,,,166.5254237,故宫博物院
2/7/2016 23:00,1.138888889,52.43611111,53.575,56.16,21.65,97.02,141.73,210.35,1.03,2.311666667,24.26666667,1010.561667,,,163.4,故宫博物院
2/8/2016 0:00,11.8875,71.99861111,83.88611111,130.2,7.391666667,200.73,262.98,167.6666667,0.47,,30.31666667,1009.733333,,,210.0333333,故宫博物院
2/8/2016 1:00,27.44166667,80.39166667,107.8333333,239.96,4.673611111,583.61,722.78,167.95,0.683333333,,35.15,1008.903333,,,250.1166667,故宫博物院
2/8/2016 2:00,28.62361111,78.85972222,107.4833333,163.13,4.141666667,814.76,970.61,173.25,0.48,,40.01666667,1008.14,,,286.85,故宫博物院
2/8/2016 3:00,30.30555556,82.72777778,113.0333333,151.04,4.659722222,713.76,839.49,193.4166667,0.793333333,,38.23333333,1007.41,,,269.5333333,故宫博物院
2/8/2016 4:00,33.86527778,80.97916667,114.8444444,125.98,4.256944444,643.15,752.94,183.8666667,0.998333333,,40.36666667,1007.021667,,,286.0833333,故宫博物院
2/8/2016 5:00,37.62916667,80.23333333,117.8625,112.81,4.177777778,588.66,689.37,166.4833333,0.885,,39.83333333,1006.868333,,,284.3,故宫博物院
2/8/2016 6:00,40.80972222,77.60555556,118.4152778,84.39,3.975,561.55,654.11,174.2666667,0.446666667,,44.25,1006.913333,,,317.1666667,故宫博物院
2/8/2016 7:00,42.30277778,74.78888889,117.0916667,73.22,5.566666667,491.45,571.72,182.7666667,0.878333333,,44.8,1007.561667,,,321.8166667,故宫博物院
2/8/2016 8:00,2.606944444,15.18333333,17.79027778,18.69,46.19722222,217.86,280.7,305.2166667,4.078333333,4.725,27.83333333,1008.341667,,,193,故宫博物院
2/8/2016 9:00,1.295833333,8.244444444,9.540277778,9.7,52.29444444,13.19,71.37,334.0166667,5.605,7.65,20.55,1009.028333,,,140.1833333,故宫博物院
2/8/2016 10:00,1.241666667,6.270833333,7.5125,7.27,55.53611111,9.39,75.06,333.7166667,6.826666667,8.07,19.25,1009.491667,,,130.35,故宫博物院
2/8/2016 11:00,1.594444444,5.908333333,7.502777778,6.14,57.32777778,8.07,69.14,331.5833333,5.973333333,8.691666667,18.36666667,1009.806667,,,119.75,故宫博物院
2/8/2016 12:00,1.852777778,6.095833333,7.948611111,5.39,58.39444444,4.21,32.42,319.75,4.946666667,9.526666667,16.5,1009.676667,,,105.25,故宫博物院
2/8/2016 13:00,1.879166667,6.251388889,8.130555556,5.36,59.53194444,5.68,21.57,328.95,4.803333333,10.19333333,14.95,1009.378333,,,93.25,故宫博物院
2/8/2016 14:00,1.881944444,6.656944444,8.538888889,5.6,60.49166667,3.71,18.07,330.7166667,4.878333333,11.10833333,13.58333333,1009.306667,,,81.2,故宫博物院
2/8/2016 15:00,1.811111111,7.545833333,9.356944444,5.98,60.29444444,4.7,20.08,329.5333333,4.975,11.365,14.81666667,1009.551667,,,88.8,故宫博物院
2/8/2016 16:00,1.576388889,9.658333333,11.23472222,6.66,57.42222222,10.85,24.3,326.3833333,4.711666667,10.97833333,17.16666667,1009.863333,,,108.5,故宫博物院
2/8/2016 17:00,1.175,11.50694444,12.68194444,8.07,53.85277778,13.06,25.16,342.8166667,3.758333333,10,19.91666667,1010.388333,,,132.5833333,故宫博物院
2/8/2016 18:00,1.247222222,20.29027778,21.5375,10,44.88888889,10.54,21.06,335.7666667,2.138333333,9.075,21.9,1011.146667,,,147.6166667,故宫博物院
2/8/2016 19:00,1.459722222,36.19583333,37.65555556,17.62,30.76666667,14.03,26.19,292.85,1.825,8.561666667,23.43333333,1011.78,,,158.3,故宫博物院
2/8/2016 20:00,1.45,50.54861111,51.99861111,22.3,15.34166667,31.46,46.17,178.7666667,0.331666667,6.271666667,28.5,1012.593333,,,197.9166667,故宫博物院
2/8/2016 21:00,1.772222222,41.81666667,43.58888889,19.76,25.67777778,43.38,57.58,38.93333333,1.428333333,6.075,27.63333333,1013.49,,,191.1333333,故宫博物院
2/8/2016 22:00,1.322222222,31.32916667,32.65138889,18.83,33.30555556,37.13,48.08,56.3,1.608333333,6.675,26.88333333,1014.116667,,,185.45,故宫博物院
2/8/2016 23:00,1.263888889,25.99166667,27.25555556,18.06,37.73194444,23.71,33.23,81.8,1.243333333,5.821666667,29.2,1014.46,,,205.6333333,故宫博物院
2/9/2016 0:00,1.186111111,22.39027778,23.57638889,15.78,39.19722222,14.53,22.2,101.3833333,1.065,5.615,29.56666667,1014.9,,,208.3,故宫博物院
2/9/2016 1:00,1.188888889,21.75555556,22.94444444,15.81,29.63055556,11.69,18.75,225.8,0.421666667,2.556666667,37.83333333,1015.288333,,,266.9333333,故宫博物院
2/9/2016 2:00,1.133333333,23.18055556,24.31388889,15.63,22.36666667,22.14,28.17,161.65,0.123333333,,47.83333333,1015.673333,,,341.7666667,故宫博物院
2/9/2016 3:00,1.141666667,30.87638889,32.01805556,14.81,13.49861111,30.01,37.98,156.25,0.25,,54.08333333,1015.925,,,393.5166667,故宫博物院
2/9/2016 4:00,1.863888889,42.20555556,44.06944444,13.41,6.3375,20.75,27.73,196.0666667,0.088333333,,58.2,1016.106667,,,423.1833333,故宫博物院
2/9/2016 5:00,6.877777778,50.55833333,57.43611111,13.23,3.318055556,18.78,29.29,217.9333333,0.155,,61.01666667,1016.385,,,446.4166667,故宫博物院
2/9/2016 6:00,12.06111111,51.27361111,63.33472222,13.01,3,23.84,33,161.1166667,0.426666667,,63.61666667,1017.03,,,465.7666667,故宫博物院
2/9/2016 7:00,17.7375,60.06944444,77.80694444,15.96,5.545833333,25.41,32.78,222.2166667,1.115,,52.75,1017.758333,,,383.4166667,故宫博物院
2/9/2016 8:00,24.07638889,52.72083333,76.79722222,17.44,12.30833333,19.75,32.65,289.6666667,1.176666667,1.011666667,38.61666667,1018.515,,,276.4666667,故宫博物院
2/9/2016 9:00,16.40416667,40.99166667,57.39583333,16.28,22.97916667,16.47,26.89,165.6833333,1.4,3.593333333,30.88333333,1019.04,,,219.5666667,故宫博物院
2/9/2016 10:00,17.90555556,41.325,59.23055556,15.26,27.12083333,20.57,30.57,107.6,1.013333333,6.121666667,26.43333333,1018.886667,,,184.2833333,故宫博物院
2/9/2016 11:00,16.95972222,43.47638889,60.43611111,15.89,31.59444444,26.39,36.33,270.2166667,1.058333333,8.021666667,22.81666667,1018.2,,,157.3666667,故宫博物院
2/9/2016 12:00,12.66666667,44.06666667,56.73333333,28.63,41.1625,35.6,48.08,159.85,2.231666667,9.723333333,20.13333333,1017.218333,,,132.2166667,故宫博物院
2/9/2016 13:00,3.65,20.24027778,23.89027778,21.08,62.0625,41.28,53.85,187.3833333,2.606666667,10.35833333,18.2,1016.056667,,,116.75,故宫博物院
2/9/2016 14:00,2.183333333,14.64166667,16.825,17.46,70.75138889,36.17,48.77,193.55,2.978333333,11.29,16.3,1014.995,,,103.7,故宫博物院
2/9/2016 15:00,1.702777778,15.41111111,17.11388889,15.92,79.99861111,42.15,59.01,194.6833333,2.833333333,11.48333333,16,1014.395,,,99.71666667,故宫博物院
2/9/2016 16:00,1.566666667,20.90972222,22.47638889,20.96,78.12222222,54.57,75.58,183.9333333,2.923333333,10.75166667,17.01666667,1014.07,,,108.05,故宫博物院
2/9/2016 17:00,1.356944444,32.19166667,33.54861111,25.94,66.81111111,64.99,88.5,182.8666667,1.89,9.33,19.35,1014.035,,,127.7666667,故宫博物院
2/9/2016 18:00,1.311111111,47.89722222,49.20833333,29.23,46.91388889,73.49,98.39,177.2833333,1.41,7.608333333,22.65,1014.346667,,,153.5333333,故宫博物院
2/9/2016 19:00,1.275,38.9875,40.2625,35.78,36.31388889,62.18,85.94,175.8333333,2.281666667,7.071666667,23.61666667,1014.54,,,159,故宫博物院
2/9/2016 20:00,1.354166667,41.03194444,42.38611111,36.58,30.84166667,52.73,71.28,180.1666667,1.978333333,6.166666667,24.11666667,1014.67,,,165.1833333,故宫博物院
2/9/2016 21:00,3.105555556,63.47083333,66.57638889,39.2,14.40555556,50.45,66.81,170.6166667,1.415,5.018333333,26.26666667,1014.766667,,,182.5666667,故宫博物院
2/9/2016 22:00,4.141666667,70.3625,74.50416667,26.63,4.05,58.05,73.18,187.3833333,0.245,2.171666667,33.15,1015.14,,,233.9333333,故宫博物院
2/9/2016 23:00,7.388888889,66.40555556,73.79444444,19.32,3.591666667,64.15,77.44,232.8,0.253333333,,41.26666667,1015.236667,,,296.4166667,故宫博物院
2/10/2016 0:00,12.3875,63.28055556,75.66805556,16.78,3.475,53.61,66.14,164.75,0.126666667,,46.13333333,1015.03,,,331.5833333,故宫博物院
2/10/2016 1:00,5.138888889,59.51527778,64.65416667,25.8,5.452777778,59.79,70.55,32.26666667,0.906666667,,48.3,1014.748333,,,349.1,故宫博物院
2/10/2016 2:00,1.593055556,48.75694444,50.35,29.47,14.2,65.12,76.28,54,1.125,0.648333333,37.83333333,1014.593333,,,267.9166667,故宫博物院
2/10/2016 3:00,1.588888889,51.64305556,53.23194444,30.19,10.62916667,54.09,64.09,153.6166667,0.98,,40.03333333,1013.92,,,283.3333333,故宫博物院
2/10/2016 4:00,2.608333333,60.34166667,62.95,28.12,5.408333333,62.8,71.72,352.1666667,1.21,,45,1013.483333,,,321.75,故宫博物院
2/10/2016 5:00,6.409722222,63.25555556,69.66527778,22.98,3.85,60.87,68.86,202.5333333,0.865,,44.6,1013.243333,,,321.6166667,故宫博物院
2/10/2016 6:00,18.08333333,61.03055556,79.11388889,15.74,3.630555556,66.75,75.25,60.76666667,0.473333333,,52.7,1013.18,,,382.6833333,故宫博物院
2/10/2016 7:00,53.475,67.94444444,121.4194444,22.05,4.072222222,63.65,74.58,32.98333333,0.863333333,,57.08333333,1013.4,,,418.5333333,故宫博物院
2/10/2016 8:00,42.9875,66.13888889,109.1263889,36.17,7.669444444,68.86,89.33,38.46666667,1.073333333,0.07,43.91666667,1013.738333,,,313.7,故宫博物院
2/10/2016 9:00,31.48333333,62.18611111,93.66944444,45.33,13.44444444,64.89,82.78,30.25,1.421666667,3.523333333,32.63333333,1013.956667,,,230.5166667,故宫博物院
2/10/2016 10:00,18.71111111,53.12916667,71.84027778,62.83,23.71805556,65.94,82.49,71.08333333,1.453333333,5.38,27.51666667,1013.845,,,192.3833333,故宫博物院
2/10/2016 11:00,14.82638889,49.59722222,64.42361111,69,31.18055556,64.26,80.38,69.66666667,1.525,6.475,24.56666667,1013.436667,,,169.4,故宫博物院
2/10/2016 12:00,16.50555556,56.45694444,72.9625,72.76,31.91388889,69.91,88.99,103.25,1.281666667,7.62,23.06666667,1012.398333,,,156.6166667,故宫博物院
2/10/2016 13:00,14.56527778,60.63333333,75.19861111,76.23,34.86666667,74.96,97.2,129.4166667,1.22,8.601666667,22.01666667,1011.37,,,144.1833333,故宫博物院
2/10/2016 14:00,9.0375,58.37361111,67.41111111,71.42,40.14722222,91.27,116.67,139.7166667,1.291666667,9.47,21.11666667,1010.796667,,,137.35,故宫博物院
2/10/2016 15:00,5.611111111,56.96527778,62.57638889,69.24,43.01805556,101.88,132.3,121.25,1.596666667,9.445,21.56666667,1010.478333,,,145.15,故宫博物院
2/10/2016 16:00,3.347222222,60.2375,63.58472222,64.5,40.15833333,104.38,138.99,135.8,1.605,8.858333333,24.05,1010.498333,,,161.3166667,故宫博物院
2/10/2016 17:00,1.986111111,62.54166667,64.52777778,61,35.15138889,99.61,135.52,141.3166667,1.395,7.79,27.25,1010.746667,,,189.6166667,故宫博物院
2/10/2016 18:00,1.733333333,64.89583333,66.62916667,54.65,27.48888889,98.74,133.06,115.65,1.006666667,6.77,30.78333333,1011.358333,,,216.3666667,故宫博物院
2/10/2016 19:00,1.705555556,64.40138889,66.10694444,41.23,16.86527778,93.37,125.12,278.75,0.203333333,4.11,39.48333333,1011.813333,,,285.05,故宫博物院
2/10/2016 20:00,2.518055556,71.8125,74.33055556,34.4,7.008333333,115.92,145.08,270.8,0.023333333,2.741666667,45.73333333,1012.158333,,,327.4333333,故宫博物院
2/10/2016 21:00,8.759722222,87.68472222,96.44444444,50.73,5.659722222,111.06,137.56,179.6666667,0.77,2.185,48.51666667,1012.465,,,342.5666667,故宫博物院
2/10/2016 22:00,1.652777778,59.2375,60.89027778,81.89,24.13194444,121.42,154.68,126.8166667,1.343333333,5.101666667,38.9,1012.458333,,,269.5666667,故宫博物院
2/10/2016 23:00,1.4,58.74305556,60.14305556,52.99,15.15138889,127.89,161.33,211.75,0.37,3.938333333,44.16666667,1012.315,,,312.75,故宫博物院
2/11/2016 0:00,1.419444444,60.90555556,62.325,36.13,9.008333333,139.08,166.5,221.5333333,0.2,1.535,53.21666667,1012.281667,,,384,故宫博物院
2/11/2016 1:00,4.834722222,67.90138889,72.73611111,37.51,4.4,133.94,161.15,230.4833333,0.428333333,1.305,57.06666667,1012.16,,,409.8666667,故宫博物院
2/11/2016 2:00,8.394444444,71.79861111,80.19305556,41.06,3.488888889,143.75,175.9,173.2833333,0.538333333,2.071666667,57.3,1011.895,,,411.75,故宫博物院
2/11/2016 3:00,11.66666667,71.33472222,83.00138889,40.76,3.416666667,146.5,180.66,178.4666667,0.331666667,2.043333333,59.75,1011.485,,,427.2833333,故宫博物院
2/11/2016 4:00,15.64166667,70.27361111,85.91527778,39.57,3.301388889,145.78,179.15,256.6333333,0.408333333,2.141666667,61.31666667,1011.068333,,,438.2833333,故宫博物院
2/11/2016 5:00,33.03888889,79.05555556,112.0944444,44.95,3.491666667,142.2,178,152.9,0.66,2.511666667,65.63333333,1010.95,,,470.1166667,故宫博物院
2/11/2016 6:00,46.59444444,92.97361111,139.5680556,70.35,4.973611111,149.74,191.7,233.0666667,0.953333333,4.03,49.23333333,1011.371667,,,348.5333333,故宫博物院
2/11/2016 7:00,10.77638889,70.23611111,81.0125,41.53,6.758333333,150.37,199.44,97.11666667,1.391666667,4.731666667,67.35,1011.901667,,,484.1666667,故宫博物院
2/11/2016 8:00,5.483333333,60.66111111,66.14444444,30.76,8.390277778,117.61,179.65,53.66666667,1.185,4.728333333,77.33333333,1012.193333,,,563.8,故宫博物院
2/11/2016 9:00,5.5375,56.08888889,61.62638889,22.39,8.951388889,98.04,168.25,59.03333333,1.006666667,4.381666667,87.43333333,1012.383333,,,635.6833333,故宫博物院
2/11/2016 10:00,11.8,62.36111111,74.16111111,19.37,5.219444444,96.33,153.92,270.3166667,0.966666667,4.418333333,90.83333333,1012.3,,,660.6166667,故宫博物院
2/11/2016 11:00,16.80277778,68.8,85.60277778,19.41,4.997222222,103.44,154.38,318.9666667,0.996666667,4.655,90.66666667,1011.951667,,,656.4666667,故宫博物院
2/11/2016 12:00,15.14444444,66.09722222,81.24166667,20.78,7.2625,112.45,165.02,318.0833333,1.245,5.188333333,85.98333333,1011.291667,,,623.5666667,故宫博物院
2/11/2016 13:00,15.13333333,67.08888889,82.22222222,22.45,8.613888889,115.22,164.51,313.4166667,1.17,5.658333333,82.23333333,1010.61,,,591.65,故宫博物院
2/11/2016 14:00,7.769444444,58.05555556,65.825,25.44,14.39305556,119.68,165.92,184.5,1.143333333,6.24,77,1009.936667,,,554.5666667,故宫博物院
2/11/2016 15:00,4.690277778,55.79027778,60.48055556,25.7,16.47222222,109.5,145.08,198.7333333,0.86,6.4,73.63333333,1009.756667,,,531.9333333,故宫博物院
2/11/2016 16:00,5.983333333,58.925,64.90833333,23.86,15.075,101,132.36,314.5,1.02,6.485,73.7,1010.121667,,,527.1166667,故宫博物院
2/11/2016 17:00,2.140277778,52.4,54.54027778,20.13,16.32083333,97.68,127.97,306.65,0.611666667,6.198333333,75.58333333,1010.475,,,543.6666667,故宫博物院
2/11/2016 18:00,4.684722222,60.72361111,65.40833333,16.8,8.275,97.75,124.49,295.6666667,0.603333333,5.371666667,79.16666667,1010.986667,,,570.3833333,故宫博物院
2/11/2016 19:00,2.491666667,62.77222222,65.26388889,16.4,7.629166667,84.26,107.49,321.2833333,0.813333333,5.276666667,81.3,1011.213333,,,585,故宫博物院
2/11/2016 20:00,2.754166667,64.36805556,67.12222222,16.33,9.119444444,81.89,103.82,280.7833333,1.026666667,5.773333333,79.43333333,1011.258333,,,574.1166667,故宫博物院
2/11/2016 21:00,2.009722222,40.01944444,42.02916667,15.34,27.17916667,70.81,89.59,209.15,0.743333333,6.125,76.96666667,1011.325,,,556.2333333,故宫博物院
2/11/2016 22:00,1.733333333,31.8125,33.54583333,13.61,28.59166667,61.45,77.08,263.65,0.395,5.73,77.48333333,1011.418333,,,558.8,故宫博物院
2/11/2016 23:00,1.718055556,29.18055556,30.89861111,12.77,34.10555556,62.16,75.63,140.4833333,0.641666667,5.186666667,79.78333333,1011.481667,,,575.3833333,故宫博物院
2/12/2016 0:00,1.658333333,22.67222222,24.33055556,12.7,41.81944444,56.08,68.69,205.2333333,0.936666667,5.485,78.36666667,1011.236667,,,564.4833333,故宫博物院
2/12/2016 1:00,1.5625,32.64861111,34.21111111,12,26.59861111,60.93,74.16,243.6166667,0.623333333,5.126666667,79.93333333,1011.245,,,572.8833333,故宫博物院
2/12/2016 2:00,1.672222222,31.95555556,33.62777778,13.35,32.15,75.86,91.97,207.7833333,1.005,5.048333333,80.71666667,1011.15,,,585.9333333,故宫博物院
2/12/2016 3:00,4.448611111,51.91527778,56.36388889,11.78,10.82777778,80.23,96.53,240.95,0.891666667,4.365,81.78333333,1011.021667,,,593.2,故宫博物院
2/12/2016 4:00,11.825,61.81666667,73.64166667,10.01,2.919444444,92.51,111.55,108.2333333,0.698333333,2.585,86.11666667,1010.715,,,612.7333333,故宫博物院
2/12/2016 5:00,5.631944444,54.775,60.40694444,7.97,3.606944444,105.98,128.38,251.6666667,0.26,1.096666667,87.51666667,1010.878333,,,633.5333333,故宫博物院
2/12/2016 6:00,3.197222222,46.81388889,50.01111111,6.64,3.551388889,107.9,127.33,297.65,0.168333333,,89.03333333,1010.878333,,,648.4833333,故宫博物院
2/12/2016 7:00,19.29861111,47.05277778,66.35138889,6.55,3.640277778,97.11,117.04,189.8666667,0.201666667,,91.13333333,1011.113333,,,662.6333333,故宫博物院
2/12/2016 8:00,71.72361111,69.8125,141.5361111,12.59,4.227777778,101.77,123.81,235.9166667,0.475,1.511666667,90.96666667,1011.645,,,660.0166667,故宫博物院
2/12/2016 9:00,41.91527778,67.87222222,109.7875,21.96,11.49305556,120.05,148.89,39.73333333,1.696666667,4.993333333,67.78333333,1011.643333,,,488.2333333,故宫博物院
2/12/2016 10:00,12.39305556,47.92916667,60.32222222,27.93,27.1875,123.1,152.19,143.3166667,1.765,6.57,62.23333333,1011.428333,,,451.2833333,故宫博物院
2/12/2016 11:00,7.231944444,39.6125,46.84444444,32.44,39.25138889,122,147.62,145.1833333,1.701666667,7.986666667,58.46666667,1010.605,,,421.7333333,故宫博物院
2/12/2016 12:00,7.855555556,47.23472222,55.09027778,40.26,39.77916667,133.4,163.05,171.1166667,0.978333333,9.088333333,53.4,1010.078333,,,380.9333333,故宫博物院
2/12/2016 13:00,7.136111111,53.34722222,60.48333333,42.43,42.62361111,141.68,174.78,159.6833333,0.8,10.59333333,49.28333333,1009.291667,,,350.05,故宫博物院
2/12/2016 14:00,3.630555556,60.19722222,63.82777778,29.7,39.93333333,140.42,173.42,227.65,1.286666667,10.37166667,50.33333333,1008.668333,,,355.1666667,故宫博物院
2/12/2016 15:00,4.713888889,82.98888889,87.70277778,16.68,19.47638889,133.44,163.4,235.3166667,0.948333333,9.22,64.7,1008.645,0.098333333,0.3,465.6166667,故宫博物院
2/12/2016 16:00,9.373611111,95.32916667,104.7027778,13.76,7.054166667,140.89,166.88,296.8333333,0.763333333,7.968333333,79.73333333,1008.758333,0.426666667,0.5,573.5666667,故宫博物院
2/12/2016 17:00,9.143055556,95.54861111,104.6916667,13.71,6.526388889,139.78,162.61,193.6166667,1.251666667,7.485,81.28333333,1009.551667,0.041666667,0.5,587.4666667,故宫博物院
2/12/2016 18:00,2.288888889,69.13611111,71.425,13.13,16.23888889,151.55,177.35,278.4333333,1.718333333,6.723333333,85.13333333,1010.201667,0.691666667,1.1,616.45,故宫博物院
2/12/2016 19:00,2.241666667,55.07222222,57.31388889,12.97,19.16111111,165.99,192.67,10.93333333,2.8,6.423333333,87.76666667,1010.583333,0.381666667,1.1,633.4166667,故宫博物院
2/12/2016 20:00,2.102777778,52.87777778,54.98055556,13.1,16.71111111,160.36,184.13,244.9333333,1.861666667,6.146666667,90.25,1011.393333,0.331666667,0.7,650.2833333,故宫博物院
2/12/2016 21:00,1.990277778,30.53333333,32.52361111,10.48,25.68888889,135.45,155.12,57.81666667,3.256666667,5.82,90.31666667,1012.311667,1.031666667,1.8,658,故宫博物院
2/12/2016 22:00,1.725,19.39166667,21.11666667,8.59,29.7,49.19,56.01,156.65,4.021666667,4.926666667,88.96666667,1013.055,0.7,1.8,648.4833333,故宫博物院
2/12/2016 23:00,1.583333333,15.82916667,17.4125,7.19,30.54444444,26.21,31.28,248.75,3.983333333,4.083333333,88.21666667,1014.166667,0.595,1.2,640.6333333,故宫博物院
2/13/2016 0:00,1.570833333,12.90555556,14.47638889,5.98,31.40555556,20.66,25.6,328.2166667,4.108333333,3.04,87.98333333,1015.028333,0.623333333,1.2,638.8666667,故宫博物院
2/13/2016 1:00,1.184722222,13.13888889,14.32361111,5.55,33.84722222,16.4,21.13,345.5166667,4.086666667,2.181666667,89.63333333,1015.396667,0.348333333,1.2,649.8833333,故宫博物院
2/13/2016 2:00,1.151388889,11.47361111,12.625,5.7,37.84166667,11.89,15.93,303.45,4.758333333,1.991666667,84.35,1015.863333,0.158333333,0.6,610.2833333,故宫博物院
2/13/2016 3:00,1.080555556,10.35555556,11.43611111,5.6,39.76666667,10.43,14.4,319.75,5.408333333,1.305,82.85,1016.345,0.021666667,0.2,596.9833333,故宫博物院
2/13/2016 4:00,1.072222222,9.238888889,10.31111111,6.75,41.62222222,8.32,12.86,301.7833333,5.921666667,1.218333333,74.9,1016.705,0.001666667,0.1,540.3166667,故宫博物院
2/13/2016 5:00,1.016666667,9.6625,10.67916667,7.5,43.01388889,6.97,12.16,341.4166667,6.055,1.36,65.48333333,1017.14,,,471.0833333,故宫博物院
2/13/2016 6:00,0.898611111,15.11805556,16.01666667,8.23,39,6.9,12.53,299.35,4.953333333,1.395,59.76666667,1017.855,,,426.0333333,故宫博物院
2/13/2016 7:00,1.016666667,14.34861111,15.36527778,9.04,40.48333333,7.4,12.13,347.45,4.66,1.535,53.01666667,1018.646667,,,373.1166667,故宫博物院
2/13/2016 8:00,1.3875,15.3,16.6875,10.69,39.93055556,6.2,11.57,297.0333333,5.075,1.603333333,46.11666667,1019.535,,,323.7333333,故宫博物院
2/13/2016 9:00,1.845833333,11.57083333,13.41666667,11.03,44.18055556,3.44,6.73,340.2,5.456666667,1.573333333,39.26666667,1020.185,,,274.3666667,故宫博物院
2/13/2016 10:00,2.079166667,10.06944444,12.14861111,9.79,47.36944444,,4.73,338.9833333,6.058333333,1.46,35.91666667,1020.291667,,,248.2,故宫博物院
2/13/2016 11:00,2.25,8.502777778,10.75277778,9.98,50.25694444,8.18,17.08,338.2,6.395,1.831666667,33.76666667,1020.285,,,234.0833333,故宫博物院
2/13/2016 12:00,1.997222222,8.609722222,10.60694444,9.33,51.43472222,9.48,19.58,327.0166667,6.008333333,1.826666667,32.81666667,1020.043333,,,222.4333333,故宫博物院
2/13/2016 13:00,1.906944444,6.947222222,8.854166667,7.51,53.24444444,8.35,17.47,331.3,6.195,2.306666667,30.53333333,1019.828333,,,215.9166667,故宫博物院
2/13/2016 14:00,1.708333333,6.923611111,8.631944444,7.14,54.40972222,7.1,15.33,326.8,5.881666667,2.47,28.83333333,1020.238333,,,204.5,故宫博物院
2/13/2016 15:00,1.586111111,7.75,9.336111111,6.26,54.22083333,7.37,15.97,331.3666667,6.32,1.68,28.55,1020.585,,,198.2666667,故宫博物院
2/13/2016 16:00,1.380555556,8.736111111,10.11666667,6.1,51.79722222,10.47,22.11,327.1166667,6.95,0.775,28.88333333,1021.18,,,195.2166667,故宫博物院
2/13/2016 17:00,1.122222222,9.506944444,10.62916667,6.61,50.05694444,8.03,20.13,326.4333333,6.381666667,,29.18333333,1022.351667,,,200.6,故宫博物院
2/13/2016 18:00,1.086111111,9.768055556,10.85416667,6,50.13472222,10.13,20.96,332.6333333,6.266666667,,27.91666667,1023.603333,,,193.3333333,故宫博物院
2/13/2016 19:00,0.852777778,9.740277778,10.59305556,5.17,51.66388889,4.13,13.99,282.4166667,6.116666667,,23.45,1023.991667,,,158.5333333,故宫博物院
2/13/2016 20:00,0.758333333,10.98472222,11.74305556,6.06,50.36388889,1.27,10.67,335.95,5.073333333,,23.75,1024.96,,,163.7833333,故宫博物院
2/13/2016 21:00,0.625,8.219444444,8.844444444,6.58,50.64722222,4.76,11.7,326.4166667,5.121666667,,26.11666667,1026.041667,,,184.4,故宫博物院
2/13/2016 22:00,0.516666667,6.652777778,7.169444444,6.81,50.87777778,0.53,9.1,330.8333333,5.746666667,,27.23333333,1025.758333,,,191.6166667,故宫博物院
2/13/2016 23:00,0.238888889,5.680555556,5.919444444,7.02,51.01944444,3.61,11.91,333.9833333,6.435,,28.1,1025.993333,,,198.6,故宫博物院
2/14/2016 0:00,0.141666667,5.583333333,5.725,7.05,50.75277778,6.53,13.33,333.3333333,5.236666667,,28.43333333,1026.21,,,202.9333333,故宫博物院
2/14/2016 1:00,0.019444444,5.552777778,5.572222222,7.23,49.72638889,4.44,10.37,337.4166667,6.136666667,,29.08333333,1025.908333,,,206.3333333,故宫博物院
2/14/2016 2:00,,5.877777778,5.836111111,6.87,49.28611111,5.23,10.09,339.1,4.671666667,,28.88333333,1025.956667,,,207.5666667,故宫博物院
2/14/2016 3:00,,7.190277778,7.023611111,6.77,47.84444444,4.94,9.64,303.5666667,4.91,,28.73333333,1025.638333,,,206,故宫博物院
2/14/2016 4:00,,10.63055556,10.4,7.67,44.59722222,7.43,11.53,226.4,3.74,,29.91666667,1025.785,,,213.9,故宫博物院
2/14/2016 5:00,,11.325,11.08333333,7.74,43.58888889,5.23,9.43,246.3666667,4.041666667,,30.11666667,1026.271667,,,214.4,故宫博物院
2/14/2016 6:00,,16.97777778,16.83611111,8.34,39.60555556,4.7,9.27,332.2833333,4.143333333,,29.9,1026.85,,,208.9833333,故宫博物院
