startdatetime,enddatetime,startdate,enddate,starttime,endtime,OC,EC,TC,SOC,chlorine,nitrate,sulfate,Na,ammonia,potassoium,Mg,Ca,Li,Be,Sc,Ti,V,Cr,Mn,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Ag,Cd,Cs,Ba,Tl,Pb,Bi
2016/8/29 8:54,2016/8/30 8:50,2016/8/29,2016/8/30,8:54,8:50,4.811817487,1.972181823,6.78399931,2.393919591,0.032013564,0.69718068,1.545182625,0.22448808,0.378513663,0.061484777,0.020718398,0.122897392,0.224257456,0.002437581,0.012187905,5.316364263,0.314447955,0.170630673,9.274995882,0.099940823,0.368074738,7.636941419,36.29801937,0.168193092,0.6045201,0.528955087,0.694710598,0.918968055,,0.39488813,0.112128728,4.292580223,0.11700389,37.61675071,0.224257456
2016/8/30 9:02,2016/8/31 8:40,2016/8/30,2016/8/31,9:02,8:40,6.570403285,2.002384013,8.572787299,4.115477458,0.074713979,1.021919376,3.165634591,0.241990322,1.043753655,0.108706174,0.030384508,0.225735032,0.254257925,0.007405571,0.059244565,3.655883366,0.493704708,,11.71067568,0.069118659,0.654158739,13.67808895,67.04509941,0.288817254,2.234013806,1.071339217,0.797333104,0.856577669,0.066650136,0.876325858,0.11848913,4.774124531,0.249320878,60.90588136,0.471487997
2016/8/31 8:47,2016/9/1 8:42,2016/8/31,2016/9/1,8:47,8:42,3.267984336,0.505516327,3.773500663,2.648220555,0.085049553,0.267133652,0.443461051,0.265237771,0.09853736,0.022765765,0.020991154,0.197095326,0.08049623,,0.056103433,2.26365157,0.019514238,,4.354114281,0.004878559,0.273199327,3.554030537,11.61097142,0.063421272,0.265881488,0.258563649,0.1683103,0.348816998,0.012196399,0.197581656,0.017074958,2.658814883,0.039028475,11.20361171,0.009757119
2016/9/1 8:48,2016/9/2 8:00,2016/9/1,2016/9/2,8:48,8:00,3.766364052,1.158071407,4.924435459,2.346566757,0.041491412,0.245712979,0.347438186,0.221106715,0.073023911,0.002403309,0.01475921,0.148848102,0.158421754,0.012573155,0.065380407,8.552260107,0.231346054,,7.548922329,0.042748727,0.339475188,11.25045919,14.13222634,0.0729243,0.155907123,,0.193626589,1.083805971,,0.354562974,0.015087786,5.969734047,0.012573155,11.66788794,
2016/9/2 8:10,2016/9/3 8:35,2016/9/2,2016/9/3,8:10,8:35,2.985991724,1.085360476,4.0713522,1.65533814,0.05742353,0.306343783,0.51840466,0.187455509,0.135969602,0.005379104,0.009335424,0.047010639,0.238932859,0.009557314,0.093183815,14.15199323,0.284330102,,6.811975807,0.0501759,0.463529746,15.6285983,47.83435835,0.083626501,0.191146287,,0.568660204,1.125373765,0.011946643,0.126634415,0.081237172,5.01281138,0.078847843,17.89607113,0.117077101
2016/9/3 8:45,2016/9/4 8:30,2016/9/3,2016/9/4,8:45,8:30,6.286166744,2.717578016,9.00374476,2.954411989,0.530418092,6.386748032,3.825757167,0.378197021,3.158547377,0.211347063,0.027046732,0.136983874,0.540407442,0.002456397,0.076148321,12.43428395,0.297224093,,14.19552093,0.125276271,0.739375636,20.63128228,86.75995835,0.275116516,0.879390291,0.415131171,0.820436752,0.960451408,0.041758757,0.653401725,0.130189065,7.020383946,0.255465336,54.84398613,0.2898549
2016/9/4 8:43,2016/9/5 8:24,2016/9/4,2016/9/5,8:43,8:24,4.653771182,1.892447672,6.546218854,2.333627476,0.08810446,3.888452981,7.055336182,0.362936345,3.473327432,0.131706591,0.023868076,0.110314158,0.953301752,0.027096432,0.066509425,7.404715937,0.386739987,3.39937059,31.56734356,0.214308146,1.076467354,19.0143055,132.3044887,0.69465399,3.591508928,1.675052175,1.36467486,1.581446318,0.140408785,1.761268096,0.24386789,10.74496704,0.389203299,101.9096817,0.652777686
2016/10/11 9:03,2016/10/12 8:38,2016/10/11,2016/10/12,9:03,8:38,5.328571875,3.360780512,8.689352388,1.189218445,1.059015441,13.07820164,5.823884026,0.364975385,5.533879187,0.377129857,0.070809825,0.189795778,0.712442062,,,10.60252319,,2.142273702,29.45750027,0.111319072,1.118138237,14.51600702,123.0941563,0.682756976,5.781170485,6.068126316,3.28514951,1.459516725,0.244901959,2.71865912,0.517015247,5.98649233,0.828708649,223.508907,1.053820551
2016/10/12 8:47,2016/10/13 8:49,2016/10/12,2016/10/13,8:47,8:49,7.769518736,4.016876757,11.78639549,2.822074973,1.784652819,17.91751458,9.040994864,0.504164838,7.460511732,0.548148271,0.078025745,0.300080482,0.820474228,0.004854877,,7.352711355,,5.121895332,32.11015708,0.160210944,2.449285493,21.4998232,131.6399923,0.822901667,5.284533714,7.097830308,2.951765272,1.483164951,0.26701824,2.276937356,0.439366377,7.86247345,0.774352896,217.6732693,1.228283904
2016/10/13 8:54,2016/10/14 8:57,2016/10/13,2016/10/14,8:54,8:57,14.44159476,5.948779276,20.39037404,7.114695602,1.710400788,52.10882798,16.57891249,0.570069921,14.38154703,0.646727129,0.1182158,0.234667557,0.545795174,0.004851513,,4.041310044,,,19.58798236,0.116436304,0.907232867,14.76557878,102.2941444,0.608864839,6.855187386,3.337840709,1.060055516,0.929064674,0.123713573,2.105556494,0.16495143,6.406422465,0.392972525,146.3507308,1.113422155
2016/10/14 9:14,2016/10/15 9:08,2016/10/14,2016/10/15,9:14,9:08,16.4739512,8.257414744,24.73136594,6.303588115,2.257581722,48.17399983,17.99230631,0.562528605,14.5067889,0.676361873,0.128621839,0.240223448,0.739617165,,,5.035743269,,,27.99316714,0.173309633,1.208285467,22.21292475,144.2619618,0.9885972,11.83387463,3.551626979,1.803884768,1.127733102,0.126930999,3.163511041,0.22945219,8.052795465,0.661505781,203.2409385,1.388918042
2016/10/15 9:20,2016/10/16 8:33,2016/10/15,2016/10/16,9:20,8:33,10.80704407,7.529950638,18.33699471,1.532672568,3.446005584,20.39747001,7.555313427,0.564315425,9.115542784,0.744582067,0.097017775,0.157160104,,,,,,0.525180599,,,,0.06030782,,,,0.444770172,,,0.022615432,0,,,,0,
2016/10/16 8:42,2016/10/17 8:34,2016/10/16,2016/10/17,8:42,8:34,5.902370594,4.18052603,10.08289662,0.753365861,1.084901732,20.13674575,9.489773554,0.421351157,8.341820179,0.376700655,0.085009711,0.130404355,0.765094049,,,4.727450129,,1.588853456,29.5477855,0.168662905,0.838425747,28.03226374,140.7235284,0.963089633,15.99608772,2.351503115,1.400635431,1.926179267,0.107553157,2.503055291,0.173551685,10.09777481,0.545098955,147.572709,1.322414953
2016/10/17 8:40,2016/10/18 8:45,2016/10/17,2016/10/18,8:40,8:45,5.015108553,2.583617601,7.598726154,1.832958947,1.007475695,11.30043426,5.603816078,0.369870456,4.936943426,0.338976521,0.076109213,0.249199345,0.421497405,,,3.405892827,,5.150020021,14.58526366,0.125964742,0.959269957,13.69382087,109.8073413,0.554729344,9.180891759,1.388034559,0.73640926,1.756239189,0.060559972,1.7320152,0.08720636,8.740015162,0.293110265,121.5608206,0.896287586
2016/10/18 8:50,2016/10/19 8:33,2016/10/18,2016/10/19,8:50,8:33,8.398485065,4.345997177,12.74448224,3.045675426,2.889749647,28.27075132,17.46493417,0.573962121,12.03167952,0.852380206,0.137204889,0.277611854,0.437853279,,,5.556800885,,1.357837135,16.19073193,0.095934145,1.104472597,11.40878376,54.90384938,0.354218383,2.779630367,2.410652885,1.419333382,1.099552898,0.105773545,0.84618836,0.19924784,5.524822836,0.349298683,96.4556336,0.558385923
2016/10/19 8:43,2016/10/20 9:10,2016/10/19,2016/10/20,8:43,9:10,9.859818666,5.197133395,15.05695206,3.458694918,1.780009081,40.74274557,21.64667612,0.55533163,14.52176043,0.806421846,0.129480727,0.319678991,0.897162754,,,4.881901581,,,26.26587126,0.138392127,1.441186977,20.11219376,162.8254956,0.823194548,5.490349725,5.079945487,3.123367141,1.290864494,0.324505677,2.627064341,0.503461013,6.072551087,0.863757758,242.2387157,1.369604842
2016/10/20 9:19,2016/10/21 11:05,2016/10/20,2016/10/21,9:19,11:05,4.272756414,1.597247822,5.870004236,2.305483268,0.587394385,8.90746641,3.035235766,0.321151241,3.647838999,0.330565545,0.050836337,0.137997214,0.631696132,0.004528288,,4.693570189,,,23.08973892,0.126792055,1.091317333,13.75240971,95.2978144,0.833204935,6.432432661,3.774327788,2.470180934,1.197732094,0.233206816,2.488294085,0.34188572,6.572809579,0.751695756,190.0567626,1.052826887
2016/10/21 11:11,2016/10/22 8:59,2016/10/21,2016/10/22,11:11,8:59,4.747706422,1.473329545,6.221035967,2.933058996,0.59097674,6.764636443,2.199771534,0.325957588,3.124987776,0.098512849,0.013127423,0.040263856,0.46832119,0.010704484,0.085635875,9.425298472,0.588746639,2.033852027,21.64714348,0.144510539,0.703819846,11.713382,93.87832776,0.409446526,2.598513576,1.926807183,1.602996532,1.578911442,0.053522422,1.134675341,0.275640472,11.13533985,0.299725562,78.2738657,0.497758522
2016/10/22 9:13,2016/10/23 8:35,2016/10/22,2016/10/23,9:13,8:35,4.016499817,1.290924469,5.307424286,2.426514213,0.215797671,1.256778004,1.638580925,0.352275146,0.960128679,0.109652815,0.036138234,0.149816904,0.274636449,,0.08988102,5.625053824,0.334557129,0.08988102,9.472460811,0.07490085,0.357027384,8.086795089,47.4372049,0.192245515,1.013658168,0.287119924,0.883830028,0.866353163,0.032457035,0.319576959,0.16478187,11.18519358,0.11984136,30.38727478,0.197238905
2016/10/23 8:49,2016/10/24 8:47,2016/10/23,2016/10/24,8:49,8:47,5.51086194,3.202567479,8.713429419,1.566373856,0.640354462,6.455579506,2.429322427,0.323180628,2.830160373,0.250416997,0.062073084,0.283148158,0.226379745,,0.043815435,1.343673326,0.192301074,,8.346840283,0.034078671,0.737559815,3.283723401,16.99065184,0.194735265,0.951768606,0.610981893,0.479535589,0.136314685,0.02921029,0.304273851,0.073025724,2.704385988,0.099801823,26.50590372,0.085196678
2016/10/24 8:55,2016/10/25 8:45,2016/10/24,2016/10/25,8:55,8:45,8.982511294,6.704857974,15.68736927,0.724376984,1.977503022,12.17436403,4.964482336,0.298127933,4.083392996,0.306449663,0.072270405,0.197015798,0.281497996,0.002447809,0.085673303,4.002167158,0.947301951,2.504108259,13.25488389,0.11015139,0.920376056,17.55078809,89.73666545,0.430814324,3.289854838,1.128439792,0.930167291,0.844493987,0.083225494,1.933768841,0.141972902,6.310450724,0.345141021,90.00837222,0.516487627
2016/10/25 9:05,2016/10/26 8:25,2016/10/25,2016/10/26,9:05,8:25,9.140973451,7.421643489,16.56261694,,2.359997021,20.81587046,10.05305225,0.239528102,6.990317837,0.379644637,0.138262374,0.395500357,0.222523291,,0.082508636,6.165645357,0.260027217,,9.175960447,0.072507589,0.490051294,6.193148236,8.375876702,0.195020413,0.282529572,0.252526432,0.610063855,1.007605466,0.020002094,0.730076417,0.080008374,4.720494094,0.122512823,25.14513194,0.257526955
2016/10/27 8:35,2016/10/28 8:38,2016/10/27,2016/10/28,8:35,8:38,3.935385351,2.008316008,5.94370136,1.461814189,1.217325385,3.051140568,2.605585732,0.276377043,1.743193388,0.356065988,0.020969849,0.071191981,0.431784627,0.012128782,0.082475715,7.803658111,0.405101307,,11.95655295,0.104307522,0.948470725,40.35730805,63.31224019,0.303219541,2.348132127,0.64767694,0.628270889,1.508820437,0.024257563,0.86599501,0.080049959,8.783663668,0.208615044,47.28284237,0.349308911
2016/10/29 8:55,2016/10/30 8:24,2016/10/29,2016/10/30,8:55,8:24,6.656575617,3.653315915,10.30989153,2.15691677,1.555166328,4.887619465,1.726748044,0.258536124,2.049375664,0.229613402,0.039195091,0.235291116,0.578839863,0.002484291,0.09937165,10.57562789,0.558965533,0.968873591,18.756399,0.191290427,0.884407688,19.55882508,101.9801562,0.603682776,11.51717427,0.717960174,1.083150989,2.697940307,0.044717243,2.809733413,0.114277398,12.48853216,0.360222232,119.3478363,0.735350212
2016/10/30 8:37,2016/10/31 8:37,2016/10/30,2016/10/31,8:37,8:37,4.734845133,1.389159292,6.124004425,3.023867204,1.05699721,2.847069993,1.479471986,0.26666511,1.878981257,0.082428949,0.022795254,0.18639813,0.600410067,,0.08021673,4.458105518,0.656318697,1.823107491,18.88010118,0.104524829,0.712227327,9.852072882,80.87304831,0.459423088,1.742890762,2.926695226,2.980173045,0.867799166,0.291697199,1.300483344,0.500746858,9.458281664,0.719519756,160.3386576,0.807028916
2016/10/31 8:44,2016/11/1 8:27,2016/10/31,2016/11/1,8:44,8:27,3.316140026,0.875378578,4.191518604,2.237967468,0.204741505,1.029307784,0.871360823,0.326678693,0.471500517,0.042807814,0.021382214,0.186524517,0.981480103,0.0049197,0.091014446,9.694268387,0.570685173,1.456231131,34.5731901,0.260744088,1.387355334,22.64045832,184.0213697,1.239764341,28.59821474,3.34785569,1.596442574,1.970339756,0.135291744,4.18420465,0.221386489,11.96962953,0.701057217,292.0112394,1.180727944
2016/11/1 8:33,2016/11/2 8:45,2016/11/1,2016/11/2,8:33,8:45,13.41091933,6.207123528,19.61804286,5.765826776,2.905239812,14.12274889,3.627572076,0.353184964,5.627426105,0.583483948,0.126389927,0.714790958,0.802769976,0.016875045,0.106071709,13.37226744,1.29937843,2.249202366,33.4005346,0.238661344,1.468128875,24.38926081,133.3851735,1.472950317,5.879747664,3.481080618,3.293044407,2.174470026,0.18562549,2.444470739,0.501429895,10.57101005,0.812412859,191.2930943,1.169199515
2016/11/2 9:01,2016/11/3 8:37,2016/11/2,2016/11/3,9:01,8:37,17.96411429,5.097120144,23.06123444,11.6861733,3.266679023,22.22117123,8.686149291,0.491599254,8.849523439,0.709962131,0.133710502,0.608801814,1.035772256,0.014832061,0.059328244,5.591686976,0.62789058,5.888328195,39.63868287,0.249673026,1.535118308,27.85213844,146.0463601,1.559838409,7.509966858,3.722847297,2.35335367,1.337357495,0.224952924,3.253165367,0.338665392,10.6840279,0.931947829,224.9553963,1.72299108
2016/11/3 8:42,2016/11/4 8:37,2016/11/3,2016/11/4,8:42,8:37,20.0444883,6.211723351,26.25621165,12.39373031,4.664715898,29.15234406,20.62215852,0.596655355,13.95929802,1.011421485,0.115390086,0.368344161,1.365996637,0.021953517,0.08781407,8.317943809,0.814719423,4.256543093,47.8220787,0.375649075,2.088023431,29.41039546,238.3664132,2.048994956,13.2233353,4.802941748,3.000314043,2.102659109,0.280517167,5.134683788,0.431752509,13.80632316,0.997665401,317.2551583,2.385615556
2016/11/4 8:45,2016/11/5 9:14,2016/11/4,2016/11/5,8:45,9:14,18.22131725,6.454526287,24.67584354,10.27150755,3.747067948,31.74597204,20.38290271,0.602010798,13.98725347,0.992675531,0.060891318,0.242139427,0.793479922,0.026211048,0.066719032,7.937182043,0.66242468,1.577428554,27.53351501,0.221602501,1.127075085,19.82746676,202.9449999,0.974574439,10.73938141,2.818879123,1.865750087,2.096883878,0.154883468,3.55278848,0.274024598,10.25566842,0.571877421,205.3778618,1.005551132
2016/11/5 9:23,2016/11/6 9:20,2016/11/5,2016/11/6,9:23,9:20,15.30755446,3.811591258,19.11914571,10.61295352,2.130668389,23.65279005,13.6238222,0.610317082,10.12486603,0.930460531,0.130265655,0.481960721,0.794098428,0.021922963,0.109614814,13.36082784,0.808713736,0.813585506,25.46717504,0.24115259,1.259352415,13.90890191,103.3545899,0.803841967,4.564848018,1.761144673,1.734349941,2.915754043,0.077948312,1.98524607,0.199742549,14.11595211,0.477433411,109.3249434,0.582176455
2016/11/6 9:30,2016/11/7 9:01,2016/11/6,2016/11/7,9:30,9:01,12.33958387,3.810678009,16.15026187,7.646107742,3.074623955,10.20413046,4.592352602,0.486037161,5.60815797,0.768982626,0.092202647,0.359587858,0.623217942,0.017243184,0.108385729,9.885271143,0.881865704,1.002567993,22.10083546,0.204454898,0.982861497,11.01346805,102.2274489,0.687264054,2.017452546,1.697221983,3.056970219,1.615932686,0.155188657,1.147903402,0.519758837,8.973845695,0.537002021,146.3231974,0.625681254
2016/11/7 9:06,2016/11/8 8:32,2016/11/7,2016/11/8,9:06,8:32,3.903447929,1.433175141,5.336623069,2.138257249,0.070704413,0.767732089,1.5853722,0.324674091,0.658423685,0.01990367,0.026028854,0.313490949,0.211615322,0.007468776,0.072198169,8.721040853,0.323646963,,7.989100799,0.057260617,0.365970027,2.556811007,9.584929285,0.191698586,0.341074107,0.042323064,0.303730227,1.247285603,0.02489592,0.306219819,0.029875104,4.959267308,0.079666945,15.03215663,0.054771024
2016/11/8 8:48,2016/11/9 8:37,2016/11/8,2016/11/9,8:48,8:37,15.66501731,5.317388854,20.98240616,9.115779203,3.438066883,9.951614296,4.732394103,0.304819453,4.466749496,0.508784202,0.096217238,0.426391535,0.749553613,0.012247608,0.115127516,11.42211927,0.800993567,1.925323987,25.26681542,0.27434642,1.2468065,19.23119417,126.6402673,0.952863907,5.374250416,1.188017982,1.731811779,3.377890302,0.073485648,2.488713957,0.178815078,16.12765029,0.492353844,146.1898993,0.952863907
2016/11/9 8:44,2016/11/10 8:25,2016/11/9,2016/11/10,8:44,8:25,19.97125295,6.192996332,26.16424928,12.34356036,4.792127207,24.49191496,14.57812688,0.427820056,9.77340294,0.861950565,0.064928065,0.286117097,1.024737801,0.007389936,0.100995793,8.848216782,1.241509259,1.712001855,49.6480538,0.330083811,1.724318415,35.14407261,273.4769007,1.793291152,10.43705304,4.810848379,3.096383211,2.854978633,0.270964322,3.869863186,0.43846954,14.51629774,1.138050154,307.5469692,2.202200947
2016/11/10 8:30,2016/11/11 8:16,2016/11/10,2016/11/11,8:30,8:16,11.98801028,4.493576934,16.48158721,6.453431916,2.109465772,20.93971046,15.12881588,0.357938859,8.268119955,0.409616708,0.083301637,0.314141296,0.53266445,0.00490935,0.054002847,5.073812983,0.606304696,,18.96972749,0.189009966,0.957323204,15.26316842,96.76328388,0.84440816,6.458249617,2.616683425,1.377072609,1.629904122,0.174281917,2.221480769,0.176736592,9.308127156,0.490934977,138.3233843,0.881228283
2016/11/11 8:20,2016/11/12 8:22,2016/11/11,2016/11/12,8:20,8:22,10.88189952,4.974727824,15.85662735,4.754704783,1.498700558,10.2137147,6.183252378,0.326954837,4.469120093,0.314755251,0.077691567,0.370427247,0.565593181,0.01699207,0.126226804,11.03513563,1.230711343,3.507648699,26.47121734,0.191767645,1.3350912,17.20811185,79.2801429,0.866595561,2.512398895,1.941950837,1.463745443,2.213823954,0.135936559,1.313244253,0.194195084,11.03270819,0.419946868,94.67253072,0.572875497
2016/12/5 8:38,2016/12/6 8:34,2016/12/5,2016/12/6,8:38,8:34,8.641371065,2.469692114,11.11106318,2.648036385,1.137050306,1.739839723,1.306055925,0.276336542,0.935962528,0.134689804,0.040520827,0.512577956,0.577706708,0.012187905,,18.23066865,,,16.8607481,0.202319227,0.728836733,20.87788166,36.24683016,0.606957681,1.296793117,1.282167631,0.872654015,3.090852767,0.02437581,0.614270424,0.121879052,6.944668402,0.253508429,53.39277525,0.346136509
2016/12/6 8:41,2016/12/7 8:31,2016/12/6,2016/12/7,8:41,8:31,25.51535367,6.330800173,31.84615385,10.15206041,5.087851892,14.51229872,3.882632502,0.484596287,5.401564054,0.510834126,0.113490092,0.610403733,0.952197569,0.019582469,0.017134661,14.99038023,,3.796551231,31.27809905,0.337797595,1.26062146,23.25907788,149.536631,1.845647729,4.014406201,2.6289465,1.91663418,3.909150429,0.083225494,2.19078875,0.222750588,13.24998827,0.807776858,166.8230558,1.04031868
2016/12/7 8:43,2016/12/8 9:07,2016/12/7,2016/12/8,8:43,9:07,31.24920209,6.504098361,37.75330045,15.46535679,6.228372779,21.8154995,13.77767162,0.666672219,10.25566132,0.975586117,0.142324913,0.387307327,1.563688261,0.028691528,0.009563843,15.17303625,,6.23562536,55.94369715,0.478192129,2.314449903,35.14233955,280.2444971,3.113030759,9.480158954,6.008484099,4.533261381,4.08376078,0.286915277,4.435231995,0.640777453,13.43719882,1.704754939,364.1959072,2.288149336
2016/12/8 9:13,2016/12/9 8:40,2016/12/8,2016/12/9,9:13,8:40,3.806932468,0.802007661,4.608940129,1.860657343,0.220338154,1.31545278,1.453468884,0.234733788,0.572698476,0.031584071,0.024346191,0.240968534,0.373173388,0.004975645,,14.14327142,,,10.35431762,0.156732823,0.549808792,4.565154451,5.299062115,0.415466372,0.669224276,0.669224276,0.786151938,2.482846944,0.059707742,0.427905485,0.102000726,5.560283487,0.141805888,34.31951262,0.390588146
2016/12/9 8:48,2016/12/10 9:02,2016/12/9,2016/12/10,8:48,9:02,7.854061423,2.509671215,10.36373264,1.763707309,0.876776779,3.852224624,1.568745127,0.201090307,1.549749645,0.085141616,0.024055974,0.105786895,0.450184672,,,8.047953795,,11.44239437,14.56239082,0.21666642,0.719813995,6.954992077,66.61288708,0.876295298,1.461294632,1.00629515,0.804073158,1.882590448,0.038518475,0.734258423,0.098703591,6.897214365,0.317777416,59.77104302,0.529629026
2016/12/10 9:15,2016/12/11 8:27,2016/12/10,2016/12/11,9:15,8:27,16.72097193,5.632438206,22.35341013,3.052431204,3.273462844,11.31765852,3.814108513,0.411971719,4.588083165,0.426663235,0.039642093,0.222243774,0.545674932,0.005029262,,5.851546389,,,18.73903038,0.168480278,0.751874676,10.60419902,65.30496765,1.300064238,3.118142468,2.152524155,1.350356859,1.901061053,0.067895038,1.531410293,0.173509541,9.261386055,0.575850504,111.0008426,1.046086505
2016/12/11 8:39,2016/12/12 8:24,2016/12/11,2016/12/12,8:39,8:24,32.8834653,7.04719143,39.93065673,15.78166684,7.956762658,26.76594662,17.33987344,0.590108266,11.52523855,0.892510266,0.127562442,0.307678779,1.328911027,0.014738385,0.326700862,10.42986362,,1.29697786,36.49715349,0.415131171,2.127240202,34.72854731,279.3169554,2.753621555,7.678698465,4.576268471,2.891179812,3.102429994,0.17440422,3.404566882,0.388110799,10.16948549,1.343649412,265.0256349,1.874231263
2016/12/12 8:32,2016/12/13 8:50,2016/12/12,2016/12/13,8:32,8:50,17.48683492,3.766743144,21.25357806,8.345876744,2.597665587,26.12772221,14.07989166,0.453817256,9.840245136,0.555985429,0.084974115,0.165489304,0.686628797,,,4.323840779,,,19.9914615,0.148849599,1.041947195,15.12744073,141.0710073,1.190796794,5.473823973,3.603600782,2.434411188,1.414071193,0.139246399,2.00466799,0.376925598,5.147315175,0.691430397,136.1541689,1.075558395
2016/12/13 8:58,2016/12/14 8:28,2016/12/13,2016/12/14,8:58,8:28,3.952137074,1.049745811,5.001882885,1.404662457,0.259589819,1.859306907,1.167699055,0.3312623,0.720501229,0.000769094,0.012687087,0.083804345,0.129091526,,,6.618423246,,,6.283281784,0.03972047,0.206049936,5.699887387,20.67946948,0.225910171,0.451820342,0.394722167,0.2283927,0.978116564,0.029790352,0.198602348,0.022342764,3.314176682,0.049650587,16.57584847,0.079440939
2016/12/14 8:33,2016/12/15 8:24,2016/12/14,2016/12/15,8:33,8:24,9.033839817,3.722602549,12.75644237,,1.411724751,5.284770487,2.051053258,0.272160169,2.473044143,0.173728575,0.048664248,0.250773894,0.501450111,,,14.10420165,,1.26218662,16.82915494,0.176119063,0.861026532,9.640072617,76.29379978,1.105636342,3.742530095,1.423629095,1.029807301,2.450990297,0.044029766,1.208372462,0.122304905,7.705209019,0.374253009,97.40851859,0.687353566
2016/12/15 8:30,2016/12/16 8:40,2016/12/15,2016/12/16,8:30,8:40,12.09531889,3.133109551,15.22842844,4.492033434,1.426218248,5.525324312,3.769532488,0.288639244,3.129628708,0.171220624,0.060423632,0.373324806,0.449012515,0.041038778,0.098975877,14.05698858,0.620409766,,12.58200661,0.2003658,0.960790221,11.0466735,56.87491861,0.837673886,4.311485765,0.656620453,0.750768238,2.648208222,0.050694961,1.153913883,0.09173374,7.845648789,0.26313099,99.14727429,0.436942286
2016/12/16 8:46,2016/12/17 9:01,2016/12/16,2016/12/17,8:46,9:01,28.9798741,7.058005656,36.03787976,11.85183217,3.748880367,18.45239991,10.2647743,0.363734586,8.183160683,0.534851297,0.102798261,0.336759095,0.77705728,0.014434501,0.098635754,9.767345371,0.601437523,2.388909841,26.18658974,0.288690011,1.400146553,19.40959174,118.675652,2.162769332,3.94061865,2.167580832,1.57817206,3.394513379,0.122693255,2.018424327,0.202083008,14.35751655,0.810737781,165.7345295,1.024849539
2016/12/17 9:13,2016/12/18 8:41,2016/12/17,2016/12/18,9:13,8:41,36.16619318,7.855654163,44.02184735,17.10245473,6.001089781,37.71932331,22.83699025,0.601059045,13.39089219,0.921166815,0.123106154,0.260264895,2.570581562,0.027346612,0.136733062,8.788206792,0.92978482,3.545115385,35.09067578,0.365450183,1.827250917,24.14954478,181.9544145,3.393465989,9.690645001,5.446947972,3.194581536,3.445673158,0.273466124,3.930454014,0.449976076,14.69507506,1.287776837,295.9176924,2.530804672
2016/12/18 8:52,2016/12/19 8:11,2016/12/18,2016/12/19,8:52,8:11,30.08490262,6.526077413,36.61098003,14.24771957,3.824965524,35.09980089,16.24446895,0.489179049,11.1124147,0.728909839,0.115332322,0.257469538,1.643846114,0.017514342,0.077563515,8.08662198,0.735602371,0.510417971,27.86031428,0.272723328,1.256028538,13.88386923,101.6332255,2.512057075,6.067468534,4.283507682,2.514559124,2.562098053,0.207670057,2.21181121,0.320262257,12.46770957,0.895733499,208.3230918,1.446184253
2016/12/19 8:17,2016/12/20 8:49,2016/12/19,2016/12/20,8:17,8:49,,,,,3.784929683,33.73198294,17.8510759,0.471711047,11.40530344,0.61113371,0.097987337,0.177563082,1.773962854,0.011889831,0.183103405,7.219505665,0.71814582,3.949802012,31.11568894,0.311513584,1.745427259,18.76928795,114.9508906,2.725149372,4.801113945,3.914132518,2.304249338,2.399367989,0.225906798,2.380344259,0.249686461,11.4499077,1.013013641,224.268379,1.543300124
2016/12/20 8:54,2016/12/21 8:41,2016/12/20,2016/12/21,8:54,8:41,38.19816311,8.190088744,46.38825186,18.32283427,4.278688915,40.50982764,27.10257403,0.273416546,15.68587703,0.778378437,0.096481268,0.141114317,1.02165564,0.018601573,0.067251842,4.658978662,0.755510053,6.869704101,28.99699096,0.329104758,2.152058939,23.96311906,137.6802601,2.754463736,4.567401685,3.718883766,1.920254719,1.940287182,0.130211013,2.458269453,0.181723062,9.149112273,0.96585092,216.509435,1.482402301
2016/12/21 8:48,2016/12/22 8:17,2016/12/21,2016/12/22,8:48,8:17,30.45643367,6.438156729,36.8945904,14.83261248,3.233801931,38.71401079,23.25942534,0.595911828,14.00927416,0.744023664,0.108964133,0.211041546,0.931609222,0.007452874,0.074528738,5.234401681,0.601198485,2.002338754,24.43300453,0.260850582,1.527839124,23.00950563,111.8676354,2.300453705,4.58103308,4.156219275,2.444542598,1.577524949,0.191290427,2.052024579,0.303083534,7.673975697,0.84962761,182.1258764,1.08563528
2016/12/22 8:23,2016/12/23 8:58,2016/12/22,2016/12/23,8:23,8:58,3.487361632,0.747646618,4.23500825,1.673007374,0.17758921,1.105380107,2.299641833,0.23040435,1.005277907,0.027295259,0.027142108,0.127963318,0.18747725,0.00474626,0.123402747,10.12377152,0.526834805,2.306682118,5.977913843,0.052208855,0.491237858,4.615737366,6.193868651,0.291894959,0.794998467,0.491237858,0.322745646,1.250639379,0.037970076,0.147134045,0.045089465,4.428260116,0.085432671,16.4956249,0.09492519
2016/12/23 9:03,2016/12/24 8:46,2016/12/23,2016/12/24,9:03,8:46,14.80419654,4.541670035,19.34586658,3.782681606,1.828652403,6.365738918,3.387869248,0.191917876,3.057649733,0.194961445,0.043061649,0.086222065,0.305021385,0.0098394,0.100853845,5.259159049,0.292722136,1.05281575,11.01520777,0.130372044,0.983939953,7.891198423,51.01728657,0.919983856,3.436410286,1.067574849,0.678918568,1.593982724,0.068875797,0.880626258,0.076255346,5.637975931,0.314860785,90.25435204,0.491969977
